Freq,Permittivity,Conductivity,Permittivity Uncertainty,Conductivity Uncertainty
1295000000,8.915266667,0.448802046,0.204666175,0.016038344
1300000000,8.960433333,0.450684267,0.205275067,0.015729875
1305000000,8.9366,0.450891363,0.198383366,0.015690985
1310000000,8.910933333,0.451407277,0.206112235,0.015130687
1315000000,8.884133333,0.452983961,0.189230688,0.015110339
1320000000,8.8687,0.454302633,0.193156853,0.015245901
1325000000,8.870466667,0.455237576,0.231466247,0.016760216
1330000000,8.854,0.455860903,0.206437303,0.015318268
1335000000,8.859766667,0.456104828,0.198938994,0.016079224
1340000000,8.857133333,0.457226923,0.198896062,0.015353195
1345000000,8.8526,0.456287911,0.194357171,0.015442146
1350000000,8.838266667,0.455797159,0.206621885,0.015257649
1355000000,8.850266667,0.456219479,0.203240801,0.016395423
1360000000,8.823666667,0.457197118,0.207918454,0.015653318
1365000000,8.8021,0.458172098,0.160469654,0.01421654
1370000000,8.774366667,0.458867657,0.20417175,0.015060998
1375000000,8.751,0.459543299,0.137843825,0.014213494
1380000000,8.741,0.461702921,0.199972023,0.013929441
1385000000,8.7277,0.461532544,0.210414092,0.015971556
1390000000,8.7332,0.462827722,0.20697437,0.015190639
1395000000,8.692766667,0.460549399,0.166647602,0.015170877
1400000000,8.734266667,0.463780441,0.197177948,0.016431426
1405000000,8.740166667,0.462783098,0.201375776,0.016751153
1410000000,8.733,0.463361096,0.196339018,0.01582191
1415000000,8.714366667,0.463252219,0.204673944,0.016171374
1420000000,8.6948,0.463783703,0.196821823,0.015756881
1425000000,8.646333333,0.465107713,0.28958609,0.017111043
1430000000,8.6401,0.466395097,0.194212435,0.016393812
1435000000,8.634733333,0.467382171,0.201261132,0.016716682
1440000000,8.626733333,0.468831851,0.195429587,0.0167259
1445000000,8.630566667,0.470186546,0.213163795,0.015865761
1450000000,8.6197,0.470198224,0.196006658,0.016585194
1455000000,8.629633333,0.470816351,0.189092103,0.016652893
1460000000,8.6289,0.469487262,0.186712587,0.016375884
1465000000,8.6259,0.469115544,0.18690428,0.017011574
1470000000,8.614533333,0.468825679,0.191329045,0.016291812
1475000000,8.5968,0.469950081,0.231098183,0.015196378
1480000000,8.572066667,0.470470527,0.199627787,0.015256088
1485000000,8.522933333,0.471809477,0.193781974,0.015961989
1490000000,8.532866667,0.473980795,0.187972986,0.015743718
1495000000,8.520266667,0.474981103,0.190724417,0.016074952
1500000000,8.5154,0.474970992,0.188298062,0.016830095
1505000000,8.477666667,0.474464837,0.148492907,0.014625555
1510000000,8.527566667,0.476536527,0.16966627,0.016247094
1515000000,8.5517,0.476266726,0.185390156,0.016224706
1520000000,8.5134,0.47566073,0.187266842,0.016356237
1525000000,8.5093,0.475280672,0.172295908,0.017101881
1530000000,8.489833333,0.475778337,0.194692818,0.016315257
1535000000,8.4491,0.476408485,0.195404069,0.01730831
1540000000,8.4516,0.47774622,0.192588655,0.016621065
1545000000,8.455,0.478799058,0.166725193,0.017273074
1550000000,8.426133333,0.481204718,0.189753955,0.016235574
1555000000,8.362333333,0.483636078,0.175564528,0.016524242
1560000000,8.420766667,0.482802783,0.176482218,0.016447146
1565000000,8.393633333,0.485443825,0.083832949,0.024422043
1570000000,8.4335,0.482100051,0.176566248,0.016789267
1575000000,8.421533333,0.482257482,0.171850526,0.017559286
1580000000,8.406633333,0.482514521,0.16453882,0.017593211
1585000000,8.356733333,0.484358754,0.148317306,0.018477917
1590000000,8.384133333,0.481292131,0.186315333,0.016813701
1595000000,8.347466667,0.489348127,0.210276825,0.016505558
1600000000,8.346233333,0.484455546,0.17921781,0.0173188
1605000000,8.337433333,0.485014518,0.187652667,0.017480285
1610000000,8.335166667,0.48521242,0.159937873,0.017706592
1615000000,8.329433333,0.489048206,0.177652958,0.016875199
1620000000,8.338433333,0.489343178,0.170792779,0.018288719
1625000000,8.339266667,0.487859569,0.170940526,0.01921901
1630000000,8.328566667,0.488801741,0.178096725,0.017604982
1635000000,8.327333333,0.488546453,0.169533517,0.016886835
1640000000,8.306033333,0.489830732,0.180659911,0.016975759
1645000000,8.2787,0.48935137,0.181031378,0.01675971
1650000000,8.2733,0.488468549,0.184927905,0.01738712
1655000000,8.2607,0.489976365,0.176763769,0.017669281
1660000000,8.242833333,0.491339735,0.180090598,0.017131248
1665000000,8.232133333,0.491634596,0.166928917,0.017194577
1670000000,8.2526,0.494534864,0.1611135,0.01779121
1675000000,8.239666667,0.494773637,0.169571941,0.016694966
1680000000,8.236433333,0.495257225,0.171584858,0.017683987
1685000000,8.242166667,0.495322636,0.166540966,0.017625482
1690000000,8.2335,0.494984996,0.175147338,0.016528612
1695000000,8.221566667,0.494193674,0.171164638,0.016161846
1700000000,8.228666667,0.494580127,0.181650498,0.017908159
1705000000,8.191066667,0.496594145,0.16506739,0.016084951
1710000000,8.1853,0.495128107,0.174680594,0.01707445
1715000000,8.173633333,0.495758894,0.169575716,0.016585363
1720000000,8.1683,0.49583019,0.160313817,0.017843614
1725000000,8.1549,0.4999989,0.180116296,0.016911686
1730000000,8.1642,0.500569558,0.174118494,0.016946799
1735000000,8.171233333,0.501057956,0.170987992,0.014536284
1740000000,8.160833333,0.501469877,0.165769549,0.017541999
1745000000,8.156033333,0.501157824,0.166206689,0.016976152
1750000000,8.150133333,0.501448783,0.165648433,0.017637278
1755000000,8.141733333,0.501242003,0.140807895,0.01698664
1760000000,8.117766667,0.500412581,0.179101908,0.016279682
1765000000,8.104766667,0.50137947,0.168334974,0.017155203
1770000000,8.098233333,0.502242079,0.161374637,0.017092593
1775000000,8.076066667,0.503690452,0.109301067,0.020980425
1780000000,8.079633333,0.503769784,0.122625011,0.018522781
1785000000,8.098,0.505138548,0.149950425,0.016215645
1790000000,8.0843,0.507319921,0.16981752,0.018252317
1795000000,8.0854,0.50726311,0.16052411,0.017355802
1800000000,8.083133333,0.508085562,0.160262483,0.017258721
1805000000,8.070933333,0.50683713,0.180559612,0.017120467
1810000000,8.056433333,0.506959538,0.168404879,0.017466475
1815000000,8.0602,0.505988237,0.186946704,0.018208584
1820000000,8.0421,0.507493468,0.162016419,0.017388341
1825000000,8.014066667,0.508146868,0.177652958,0.015978712
1830000000,8.015866667,0.507402107,0.173378959,0.018963082
1835000000,8.023066667,0.510114936,0.249518343,0.017128776
1840000000,8.015933333,0.510624983,0.188829879,0.01935653
1845000000,8.025866667,0.511427769,0.143917349,0.01799371
1850000000,8.015366667,0.511280969,0.159921679,0.018028262
1855000000,8.011733333,0.511562549,0.159759861,0.017800658
1860000000,8.002466667,0.512300174,0.167023721,0.016812555
1865000000,8.013633333,0.513051635,0.184150627,0.016856661
1870000000,7.9816,0.51244449,0.159826249,0.019424228
1875000000,7.9681,0.513644369,0.155437158,0.018775737
1880000000,7.9565,0.514010508,0.16224463,0.017375218
1885000000,7.9572,0.512683745,0.210929088,0.019605088
1890000000,7.958366667,0.515231229,0.14995257,0.020483337
1895000000,7.949366667,0.515263055,0.15176562,0.018154886
1900000000,7.948466667,0.516066156,0.151141005,0.017756482
1905000000,7.946066667,0.51655207,0.155843811,0.017976496
1910000000,7.937866667,0.517189177,0.159006425,0.018153139
1915000000,7.937366667,0.515866733,0.158562207,0.019472436
1920000000,7.9288,0.517847109,0.162302711,0.017673684
1925000000,7.919633333,0.517732764,0.156858546,0.018021967
1930000000,7.903333333,0.517814728,0.164680428,0.017565006
1935000000,7.921666667,0.517735925,0.166347868,0.017462144
1940000000,7.8935,0.518843608,0.154753126,0.017611484
1945000000,7.842233333,0.522628718,0.168101586,0.017178641
1950000000,7.8948,0.519804835,0.150290153,0.019025275
1955000000,7.885866667,0.520492655,0.154667848,0.017138449
1960000000,7.885433333,0.520817515,0.151216974,0.018597954
1965000000,7.8832,0.520867718,0.152251207,0.017596738
1970000000,7.875466667,0.521422621,0.157510772,0.018549509
1975000000,7.8749,0.5232988,0.131063954,0.016798868
1980000000,7.8574,0.523405166,0.155846206,0.01804895
1985000000,7.838966667,0.524587083,0.145589572,0.017716131
1990000000,7.839033333,0.524038371,0.153704923,0.016354213
1995000000,7.795466667,0.524996363,0.105238602,0.018113838
2000000000,7.840866667,0.523624513,0.166928258,0.017570219
2005000000,7.833533333,0.524242335,0.148657403,0.016538807
2010000000,7.831066667,0.525177111,0.15487044,0.019327391
2015000000,7.821666667,0.525116556,0.149683577,0.01910626
2020000000,7.825366667,0.527037359,0.145621095,0.018307028
2025000000,7.7947,0.526052324,0.131014541,0.01882661
2030000000,7.802833333,0.527306066,0.155021687,0.018542184
2035000000,7.783466667,0.528288006,0.15381776,0.018794671
2040000000,7.780166667,0.529347794,0.146572894,0.018494192
2045000000,7.758333333,0.52935266,0.103140309,0.019950503
2050000000,7.770533333,0.530019961,0.14424151,0.018605952
2055000000,7.7661,0.53074134,0.07386447,0.013986262
2060000000,7.768766667,0.530772646,0.146734602,0.015733086
2065000000,7.7697,0.530422735,0.15107882,0.017276751
2070000000,7.768066667,0.529953623,0.145372842,0.018581082
2075000000,7.7729,0.531602929,0.134580496,0.016368705
2080000000,7.7551,0.531283926,0.158731566,0.017430522
2085000000,7.746766667,0.532124348,0.135731549,0.016750281
2090000000,7.7349,0.533264839,0.152533701,0.018631166
2095000000,7.725333333,0.533915403,0.147434607,0.018221028
2100000000,7.706366667,0.533909055,0.131580938,0.019544574
2105000000,7.721866667,0.535718701,0.157224595,0.01927267
2110000000,7.713466667,0.535168682,0.146317338,0.017090494
2115000000,7.710266667,0.53451202,0.175179175,0.020841681
2120000000,7.7214,0.535421987,0.135958707,0.020361453
2125000000,7.7167,0.534900512,0.142198207,0.019597844
2130000000,7.716133333,0.535989336,0.140678582,0.018622368
2135000000,7.705833333,0.536254244,0.141484463,0.019212319
2140000000,7.690933333,0.535729118,0.142037753,0.018858042
2145000000,7.682233333,0.537378405,0.148313261,0.019313584
2150000000,7.674733333,0.539603402,0.146484482,0.018403786
2155000000,7.663633333,0.53963202,0.149067446,0.019583582
2160000000,7.654433333,0.53975504,0.150144242,0.01971751
2165000000,7.667166667,0.541325506,0.145750826,0.017689275
2170000000,7.655666667,0.54082201,0.137798778,0.019435694
2175000000,7.650666667,0.541866572,0.144649035,0.017803571
2180000000,7.661466667,0.540255458,0.135096496,0.018368702
2185000000,7.654233333,0.540850629,0.146413945,0.017894412
2190000000,7.652033333,0.539125022,0.138163032,0.019069876
2195000000,7.647266667,0.540372175,0.147347526,0.018722222
2200000000,7.630033333,0.541749892,0.143425846,0.019202903
2205000000,7.6189,0.544481089,0.143299791,0.018497889
2210000000,7.618633333,0.542283025,0.140150645,0.01961287
2215000000,7.6216,0.542758587,0.142355225,0.017449131
2220000000,7.6067,0.545773737,0.152478326,0.021627966
2225000000,7.600533333,0.544507864,0.12818956,0.019341824
2230000000,7.601033333,0.545690143,0.134553793,0.019023277
2235000000,7.6008,0.545840715,0.14143023,0.018894318
2240000000,7.604033333,0.543424749,0.138253113,0.019884274
2245000000,7.5967,0.544400562,0.136718543,0.018070192
2250000000,7.59,0.545396172,0.143217178,0.019191726
2255000000,7.5759,0.546206909,0.141741031,0.019163728
2260000000,7.5682,0.546018886,0.139448306,0.019332596
2265000000,7.559533333,0.549896989,0.136664346,0.018658606
2270000000,7.559233333,0.548165617,0.139956076,0.020060958
2275000000,7.548133333,0.54913689,0.134423559,0.020480131
2280000000,7.540566667,0.548868887,0.144319449,0.019945297
2285000000,7.5444,0.550089488,0.136129387,0.019558045
2290000000,7.543233333,0.550253257,0.134591617,0.019342007
2295000000,7.543066667,0.549081024,0.135135426,0.018365766
2300000000,7.554133333,0.547668239,0.142540532,0.019507037
2305000000,7.5354,0.550106364,0.139530893,0.019957098
2310000000,7.526,0.550040842,0.137191581,0.02023319
2315000000,7.511433333,0.551098387,0.137220419,0.019075129
2320000000,7.5081,0.552512275,0.146812159,0.016473499
2325000000,7.500366667,0.55497002,0.150426904,0.017728474
2330000000,7.494733333,0.553213802,0.142114367,0.01954475
2335000000,7.486833333,0.554374988,0.128617663,0.020009254
2340000000,7.4917,0.553970305,0.132308276,0.019599431
2345000000,7.489566667,0.554610684,0.133550003,0.019035094
2350000000,7.496033333,0.55412059,0.126843854,0.019599337
2355000000,7.492833333,0.554400363,0.135602593,0.019382173
2360000000,7.486,0.552637871,0.134202422,0.020154804
2365000000,7.478666667,0.553523779,0.1328774,0.020312966
2370000000,7.468766667,0.55498395,0.136958035,0.018849147
2375000000,7.4536,0.556841538,0.143540203,0.019239469
2380000000,7.4502,0.556699232,0.1281,0.020303165
2385000000,7.455333333,0.558704279,0.131199174,0.018491909
2390000000,7.448466667,0.557921956,0.128402856,0.019667734
2395000000,7.446666667,0.558578646,0.131261736,0.019754539
2400000000,7.440333333,0.557863069,0.120571403,0.019210774
2405000000,7.444666667,0.55720206,0.130852831,0.017779325
2410000000,7.445933333,0.55760109,0.126528429,0.020610976
2415000000,7.437433333,0.557943253,0.131671764,0.019606225
2420000000,7.4321,0.556828721,0.137920013,0.018842616
2425000000,7.429833333,0.560294031,0.132956622,0.018082796
2430000000,7.4261,0.559526026,0.13103469,0.019859542
2435000000,7.4196,0.558880995,0.143689144,0.020179454
2440000000,7.407566667,0.562642677,0.138269387,0.018038757
2445000000,7.405133333,0.560428431,0.131782788,0.01943271
2450000000,7.4018,0.561710736,0.12907002,0.019857272
2455000000,7.400533333,0.56197885,0.13149313,0.019315382
2460000000,7.410866667,0.560209759,0.132135019,0.019887491
2465000000,7.4023,0.56155857,0.126328184,0.021282574
2470000000,7.393166667,0.562789199,0.134387363,0.019742204
2475000000,7.4027,0.561230994,0.128122285,0.020443789
2480000000,7.393466667,0.562153342,0.118540387,0.019410782
2485000000,7.388433333,0.563194595,0.109504536,0.018483377
2490000000,7.3676,0.565638532,0.146503686,0.019002459
2495000000,7.361033333,0.565229743,0.136169098,0.018889488
2500000000,7.360033333,0.564393084,0.137899396,0.019740226
2505000000,7.366133333,0.565772598,0.125982949,0.019538033
2510000000,7.361,0.566566913,0.12438758,0.019463605
2515000000,7.347166667,0.565653731,0.131773379,0.019547693
2520000000,7.3581,0.566680201,0.118257389,0.020392734
2525000000,7.3558,0.567074458,0.128069473,0.020467061
2530000000,7.343933333,0.5668093,0.131943637,0.019760391
2535000000,7.341066667,0.56766165,0.140977315,0.018839778
2540000000,7.3305,0.568927246,0.132380928,0.02010938
2545000000,7.336933333,0.570080202,0.132640504,0.019720254
2550000000,7.334866667,0.56856753,0.134942593,0.021590383
2555000000,7.337633333,0.568237952,0.129822199,0.020461024
2560000000,7.321766667,0.569957331,0.123333221,0.019555451
2565000000,7.310433333,0.569116501,0.130243208,0.020803245
2570000000,7.321966667,0.56870154,0.12618357,0.020817324
2575000000,7.308066667,0.569626595,0.113741872,0.020237867
2580000000,7.315766667,0.571406946,0.123644099,0.020682479
2585000000,7.308333333,0.57205435,0.128893535,0.020402115
2590000000,7.307533333,0.572944808,0.126199617,0.020021898
2595000000,7.292166667,0.574329855,0.123488232,0.019141601
2600000000,7.282066667,0.569735351,0.127401269,0.021073664
2605000000,7.3024,0.572757554,0.115494199,0.020805071
2610000000,7.285966667,0.571902452,0.119563972,0.020338634
2615000000,7.288433333,0.573405199,0.120530342,0.020389422
2620000000,7.299833333,0.572675619,0.118469673,0.019076388
2625000000,7.2759,0.57479514,0.115511212,0.021183831
2630000000,7.280266667,0.573998563,0.119709913,0.020203758
2635000000,7.272466667,0.575387744,0.120902867,0.020449502
2640000000,7.267466667,0.575770026,0.128005325,0.020793215
2645000000,7.268566667,0.575517185,0.129994513,0.020811572
2650000000,7.262633333,0.576467587,0.116476278,0.019202747
2655000000,7.2718,0.577717659,0.123372161,0.018614657
2660000000,7.266633333,0.57748429,0.126645661,0.018311801
2665000000,7.258,0.577206435,0.115320293,0.019850953
2670000000,7.251233333,0.577646011,0.118777537,0.020886803
2675000000,7.2467,0.577374152,0.113517047,0.01866488
2680000000,7.255333333,0.577628754,0.121482111,0.019108762
2685000000,7.24,0.576257859,0.124873696,0.020089894
2690000000,7.235366667,0.577944245,0.122903919,0.019423619
2695000000,7.2327,0.578533948,0.121964093,0.021166333
2700000000,7.235733333,0.579196922,0.132889591,0.019041013
2705000000,7.239466667,0.582229913,0.115684931,0.019417882
2710000000,7.2164,0.580960341,0.123174145,0.020865411
2715000000,7.212633333,0.581302532,0.122752651,0.01974744
2720000000,7.217866667,0.581768076,0.115909979,0.020074085
2725000000,7.213566667,0.580650466,0.118084052,0.020592551
2730000000,7.211233333,0.581624797,0.108726001,0.019718131
2735000000,7.210433333,0.582264212,0.115347576,0.021483928
2740000000,7.200533333,0.580581107,0.120766607,0.021211918
2745000000,7.203266667,0.581701617,0.114096202,0.020925927
2750000000,7.1914,0.582909003,0.111913404,0.021416634
2755000000,7.188,0.584801196,0.114321433,0.021858464
2760000000,7.180166667,0.585432817,0.116956459,0.021616655
2765000000,7.1827,0.586503634,0.116553893,0.021644482
2770000000,7.1814,0.585916109,0.11489443,0.02087877
2775000000,7.1787,0.585497515,0.120426285,0.020107708
2780000000,7.179433333,0.586774037,0.114005278,0.021062936
2785000000,7.168,0.585155417,0.116470898,0.018540784
2790000000,7.169233333,0.583242769,0.115499668,0.021330887
2795000000,7.1647,0.584510775,0.117014016,0.020384066
2800000000,7.1649,0.583724374,0.120532195,0.020875598
2805000000,7.1587,0.585884561,0.114849075,0.020748894
2810000000,7.149966667,0.587600808,0.116096741,0.021830797
2815000000,7.1363,0.5889229,0.120325558,0.020657958
2820000000,7.141433333,0.58928421,0.110712887,0.020336769
2825000000,7.140833333,0.589768762,0.114621173,0.021683182
2830000000,7.141133333,0.590151666,0.117324862,0.02043931
2835000000,7.137,0.589875387,0.120040618,0.02053913
2840000000,7.136733333,0.588262651,0.113658978,0.020718513
2845000000,7.1302,0.587579224,0.110082742,0.021180401
2850000000,7.138033333,0.587328208,0.115543253,0.022194334
2855000000,7.1327,0.587443118,0.115515324,0.021244926
2860000000,7.1239,0.588906607,0.117938162,0.021691213
2865000000,7.116533333,0.589872439,0.118040219,0.021512802
2870000000,7.108766667,0.59114127,0.118602754,0.022631725
2875000000,7.104166667,0.592448236,0.119359722,0.021936036
2880000000,7.102533333,0.592720558,0.11571233,0.021932093
2885000000,7.0989,0.592958163,0.117968809,0.02074002
2890000000,7.094933333,0.592266312,0.11257892,0.020961269
2895000000,7.097133333,0.591337772,0.119121381,0.020200842
2900000000,7.101066667,0.590112222,0.11326881,0.021850025
2905000000,7.0961,0.589799679,0.117187073,0.021329284
2910000000,7.095233333,0.590469622,0.117119697,0.021168381
2915000000,7.0952,0.590911449,0.125289545,0.021060002
2920000000,7.084366667,0.592780168,0.118327103,0.021413492
2925000000,7.0753,0.593513279,0.117913909,0.021352664
2930000000,7.0707,0.595184967,0.114556711,0.021654876
2935000000,7.071466667,0.595645747,0.118330061,0.021255087
2940000000,7.071433333,0.596382556,0.115660812,0.02118467
2945000000,7.069933333,0.595655497,0.113358032,0.021160518
2950000000,7.061866667,0.59602158,0.113354856,0.021796367
2955000000,7.0601,0.593915256,0.104294343,0.021985442
2960000000,7.060233333,0.594014921,0.113906555,0.021332227
2965000000,7.060833333,0.59342456,0.119082003,0.021083746
2970000000,7.0515,0.594755576,0.118077263,0.021235213
2975000000,7.0511,0.595723763,0.117698471,0.020916042
2980000000,7.041,0.597415422,0.120992438,0.022327794
2985000000,7.040533333,0.598489723,0.108716573,0.021086538
2990000000,7.038333333,0.598777291,0.113419237,0.020599907
2995000000,7.0427,0.599745282,0.11289504,0.02082122
3000000000,7.037533333,0.598683539,0.110451181,0.020556832
3005000000,7.030933333,0.600516827,0.102384292,0.021137869
3010000000,7.0347,0.596578475,0.11067118,0.021879645
3015000000,7.0299,0.597468878,0.111410906,0.021549776
3020000000,7.0293,0.597161042,0.111625848,0.021363169
3025000000,7.031766667,0.597488099,0.117023516,0.021940437
3030000000,7.023233333,0.598588007,0.121000592,0.022508653
3035000000,7.020633333,0.599817672,0.120486611,0.021581391
3040000000,7.0099,0.601448202,0.114221539,0.021046691
3045000000,7.0079,0.602228597,0.119304526,0.021100277
3050000000,7.008466667,0.603036573,0.125064637,0.020333116
3055000000,6.9988,0.603475889,0.104785066,0.021432028
3060000000,7.0117,0.601349742,0.112434114,0.022767255
3065000000,7.005,0.600497346,0.122388725,0.021112014
3070000000,6.997666667,0.601402976,0.11167302,0.021854126
3075000000,6.993666667,0.601567412,0.108912916,0.021012867
3080000000,6.996066667,0.601466589,0.110534263,0.021517999
3085000000,6.9903,0.603026249,0.11403175,0.021751584
3090000000,6.9839,0.603379311,0.109704193,0.02133381
3095000000,6.9815,0.604998163,0.113367588,0.020791301
3100000000,6.977966667,0.605866369,0.11238658,0.021920531
3105000000,6.985866667,0.606538546,0.11244449,0.021023084
3110000000,6.970233333,0.606431532,0.106201993,0.022054908
3115000000,6.990133333,0.60685222,0.106379807,0.02109039
3120000000,6.9735,0.60594103,0.116159029,0.020746615
3125000000,6.970766667,0.606141713,0.110265604,0.021120236
3130000000,6.964066667,0.606455961,0.109795279,0.022581461
3135000000,6.9623,0.606065004,0.110098093,0.021387602
3140000000,6.9637,0.60781733,0.111551244,0.02194524
3145000000,6.961966667,0.608004055,0.10683896,0.022196403
3150000000,6.961733333,0.609385219,0.116959195,0.020050263
3155000000,6.963033333,0.609937295,0.114686762,0.02107824
3160000000,6.959533333,0.609861337,0.10947298,0.020902575
3165000000,6.962,0.609887676,0.106495681,0.020937118
3170000000,6.9571,0.610304722,0.105050321,0.020879496
3175000000,6.9441,0.609172294,0.108080155,0.021187657
3180000000,6.943233333,0.609218011,0.105627001,0.021669681
3185000000,6.9392,0.610169998,0.107277071,0.02144824
3190000000,6.9439,0.610985971,0.111346621,0.021228232
3195000000,6.934533333,0.609995274,0.10855286,0.020944191
3200000000,6.933566667,0.611964139,0.107192226,0.021541683
3205000000,6.9301,0.612355977,0.105050321,0.020097575
3210000000,6.936033333,0.612853152,0.105367658,0.021343583
3215000000,6.926466667,0.61314033,0.116299026,0.02416178
3220000000,6.9123,0.615961998,0.087751296,0.022957995
3225000000,6.921233333,0.615483823,0.115464035,0.024407073
3230000000,6.9229,0.612582479,0.117978261,0.0240781
3235000000,6.9131,0.612583351,0.10159877,0.022304927
3240000000,6.9142,0.612785479,0.101976811,0.021237842
3245000000,6.8935,0.613478517,0.09315734,0.021278636
3250000000,6.919366667,0.615990024,0.118011031,0.022564748
3255000000,6.909733333,0.615881879,0.101732263,0.021309138
3260000000,6.9136,0.616978998,0.098667066,0.022614897
3265000000,6.901533333,0.61750771,0.102179711,0.022485529
3270000000,6.907966667,0.614810655,0.111053155,0.022712444
3275000000,6.9045,0.616721986,0.11830634,0.018361869
3280000000,6.882533333,0.615900461,0.106131255,0.020194596
3285000000,6.891733333,0.614732584,0.091001996,0.022299825
3290000000,6.8949,0.615186497,0.105331667,0.022693667
3295000000,6.892566667,0.61534579,0.102906964,0.022726105
3300000000,6.8822,0.616524214,0.108721111,0.022090712
3305000000,6.882933333,0.618493626,0.111087638,0.023743491
3310000000,6.873666667,0.619275939,0.101292514,0.020744717
3315000000,6.8803,0.620420314,0.101986813,0.021944155
3320000000,6.8826,0.620463798,0.098279805,0.023751574
3325000000,6.875,0.618107181,0.11294689,0.022540842
3330000000,6.8683,0.620474808,0.102158749,0.020823486
3335000000,6.878233333,0.617716066,0.104791905,0.022082701
3340000000,6.8697,0.618796948,0.09285101,0.023449594
3345000000,6.857633333,0.616852651,0.09319358,0.022199405
3350000000,6.854866667,0.617110302,0.1026388,0.022136788
3355000000,6.850166667,0.619965353,0.102397135,0.022003355
3360000000,6.857066667,0.621424894,0.105101919,0.026868683
3365000000,6.840133333,0.620522147,0.105371834,0.02150508
3370000000,6.8502,0.622274945,0.100105345,0.023033856
3375000000,6.845766667,0.622785326,0.096854134,0.021884846
3380000000,6.837033333,0.624271817,0.099851556,0.02355454
3385000000,6.865466667,0.618337567,0.098516259,0.025030585
3390000000,6.8337,0.61562534,0.090056205,0.023333588
3395000000,6.8391,0.617835944,0.088335497,0.023232032
3400000000,6.823466667,0.6182354,0.101357256,0.021053968
3405000000,6.8195,0.617857065,0.105684389,0.022567867
3410000000,6.834866667,0.62085013,0.10205069,0.02128881
3415000000,6.8229,0.624127825,0.099182912,0.023695903
3420000000,6.823433333,0.62369774,0.086418767,0.022730538
3425000000,6.817433333,0.624577837,0.099785787,0.02336469
